ANOPRO,TIPO_COMBUSTIBLE,VALE,NOMBRE_PLACA,UNIDAD_ORGANICA,MES_CONSUMO,KM_RECORRIDO,CANTIDAD_GALONES,PRECIO,TOTAL_CONSUMO,FECHA_INGRESO_VALE,FECHA_SOAT,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,FECHA_CORTE
2019,DIESEL B5 S-50,2000425372,EGE-184,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201906,4,160,25,12.99,324.75,20190628,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000425373,EUF-259,SUB GERENCIA DE SERENAZGO,201906,0,6,12.99,77.94,20190628,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000425374,EGB-803,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201906,6,900,25,12.99,324.75,20190628,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000425387,EGS-131,SUB GERENCIA DE AREAS VERDES Y CONTROL AMBIENTAL,201906,4,500,7.5,12.99,97.44,20190628,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000425384,EGE-183,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201906,4,160,36,12.99,467.64,20190628,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000425388,EGE-165,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201906,6,900,25,12.99,324.75,20190628,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000425391,EGE-202,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201906,6,900,25,12.99,324.75,20190628,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000425394,EUE-774,SUB GERENCIA DE SERENAZGO,201906,4,500,8,12.99,103.92,20190628,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000425404,EUF-274,SUB GERENCIA DE SERENAZGO,201906,0,6,12.99,77.94,20190628,20200327,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000425405,EGE-178,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201906,6,900,52.01,12.99,675.56,20190628,20190619,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000411347,INT-024,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201904,3,120,25,12.73,318.25,20190415,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000411348,EUE-774,SUB GERENCIA DE SERENAZGO,201904,4,500,6,12.73,76.38,20190415,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000411368,EUE-826,SUB GERENCIA DE SERENAZGO,201904,4,500,8,15.19,121.52,20190415,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000411402,EGZ-089,SUB GERENCIA DE CONTROL OPERACIONES Y SANCIONES,201904,3,120,14.65,12.73,186.48,20190416,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000411537,INT-390,SUB GERENCIA DE TRANSITO TRANSPORTE Y VIALIDAD,201904,3,120,30,12.73,381.9,20190417,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000411756,EUF-272,SUB GERENCIA DE SERENAZGO,201904,0,5.7,12.73,72.51,20190422,20200327,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000411759,EUF-256,SUB GERENCIA DE SERENAZGO,201904,0,4.38,12.73,55.75,20190422,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000411761,EUF-261,SUB GERENCIA DE SERENAZGO,201904,0,5.73,12.73,72.88,20190422,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000411762,EUE-827,SUB GERENCIA DE SERENAZGO,201904,4,500,4.9,12.73,62.42,20190422,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000411765,EUF-257,SUB GERENCIA DE SERENAZGO,201904,0,5.72,12.73,72.8,20190422,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000411769,EUF-260,SUB GERENCIA DE SERENAZGO,201904,0,3.91,12.73,49.71,20190422,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000412503,EUF-261,SUB GERENCIA DE SERENAZGO,201904,0,4.64,12.87,59.67,20190430,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000412844,EB-7400,SUB GERENCIA DE TRANSITO TRANSPORTE Y VIALIDAD,201905,1,200,1.52,15.53,23.56,20190504,20200724,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000412984,4418-EA,SUB GERENCIA DE SERENAZGO,201905,1,200,1.81,15.53,28.16,20190506,20200516,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000412986,EAA-726,SUB GERENCIA DE TRANSITO TRANSPORTE Y VIALIDAD,201905,4,500,6,15.53,93.18,20190506,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000416333,EGE-168,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201905,6,900,37.01,12.87,476.25,20190510,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000416334,EGB-802,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201905,6,900,23,12.87,296.01,20190510,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000416991,PQO-822,SUB GERENCIA DE SERENAZGO,201905,4,500,3.86,15.53,59.98,20190517,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000416972,EGE-180,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201905,6,900,25,12.87,321.75,20190517,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000417024,EUE-933,SUB GERENCIA DE SERENAZGO,201905,4,500,4.51,12.87,58.02,20190518,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000417043,EGZ-721,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201905,6,900,25,12.87,321.75,20190518,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000417065,EGE-195,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201905,4,500,10,12.87,128.7,20190518,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000417072,EGE-182,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201905,6,900,25,12.87,321.75,20190518,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000417117,EGE-168,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201905,6,900,46.65,12.87,600.39,20190521,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000417126,INT-024,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201905,3,120,15,12.87,193.05,20190521,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000419315,EGT-599,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201906,4,160,17.14,12.99,222.61,20190603,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000419319,EGE-167,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201906,6,900,35,12.99,454.65,20190603,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000419345,RO-9522,S.G DE PATRIMONIO Y SERVICIOS GENERALES,201906,3,120,0.91,12.99,11.77,20190603,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000419355,EAA-707,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201906,4,000,11.59,12.99,150.54,20190603,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000419362,EUF-263,SUB GERENCIA DE SERENAZGO,201906,0,6,12.99,77.94,20190604,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000419378,EGZ-721,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201906,6,900,40,12.99,519.6,20190604,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000419380,EGE-202,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201906,6,900,25,12.99,324.75,20190604,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000419422,OO-8843,S.G DE PATRIMONIO Y SERVICIOS GENERALES,201906,4,500,5.27,12.99,68.42,20190604,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000419430,EUF-264,SUB GERENCIA DE SERENAZGO,201906,0,5.06,12.99,65.68,20190604,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426364,EUF-272,SUB GERENCIA DE SERENAZGO,201907,0,3.98,12.74,50.69,20190710,20200327,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426367,EGA-011,SUB GERENCIA DE AREAS VERDES Y CONTROL AMBIENTAL,201907,5,200,25.97,12.74,330.91,20190710,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426372,EUE-761,SUB GERENCIA DE SERENAZGO,201907,5,400,4.32,12.74,54.99,20190710,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426384,EGB-799,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,6,900,25,12.74,318.5,20190710,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426385,EGB-800,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,6,900,25,12.74,318.5,20190710,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426386,EUF-260,SUB GERENCIA DE SERENAZGO,201907,0,4.95,12.74,63.05,20190710,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426387,EGE-180,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,6,900,25,12.74,318.5,20190710,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426388,EGB-802,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,6,900,23.29,12.74,296.68,20190710,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426389,EAA-169,GERENCIA DE DESARROLLO E INCLUSION SOCIAL,201907,4,500,6.12,12.74,77.98,20190710,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426395,INT-024,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,3,120,50,12.74,637,20190710,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426396,EGE-174,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,4,160,36,12.74,458.64,20190710,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426407,EGE-185,S.G DE PATRIMONIO Y SERVICIOS GENERALES,201907,4,500,5.11,12.74,65.06,20190710,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426408,EGS-131,SUB GERENCIA DE AREAS VERDES Y CONTROL AMBIENTAL,201907,4,500,6.41,12.74,81.68,20190710,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426409,EUE-830,SUB GERENCIA DE SERENAZGO,201907,4,500,4.1,12.74,52.25,20190710,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426411,EGZ-089,SUB GERENCIA DE CONTROL OPERACIONES Y SANCIONES,201907,3,120,10,12.74,127.4,20190710,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426414,INT-397,SUB GERENCIA DE CONTROL OPERACIONES Y SANCIONES,201907,4,500,14,12.74,178.36,20190710,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426417,EUE-774,SUB GERENCIA DE SERENAZGO,201907,4,500,5.96,12.74,75.98,20190710,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000419120,EAA-169,GERENCIA DE DESARROLLO E INCLUSION SOCIAL,201905,4,500,8.85,12.99,114.95,20190531,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426917,EGB-803,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,6,900,25,12.74,318.5,20190716,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426918,EGB-802,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,6,900,24.43,12.74,311.29,20190716,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426921,EGE-183,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,4,160,18,12.74,229.36,20190716,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426982,EUF-256,SUB GERENCIA DE SERENAZGO,201907,0,6,12.74,76.44,20190717,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000429003,EGT-672,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,4,160,25,12.74,318.5,20190717,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000429006,EGT-599,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,4,160,25,12.74,318.5,20190717,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000429024,EGE-184,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,4,160,25,12.74,318.5,20190717,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000429025,EUF-253,SUB GERENCIA DE SERENAZGO,201907,0,5.4,12.74,68.75,20190717,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000429043,PIL-466,SUB GERENCIA DE SERENAZGO,201907,4,500,6,12.74,76.44,20190717,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000429047,PIL-688,SUB GERENCIA DE SERENAZGO,201907,4,500,12.62,12.74,160.82,20190717,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000429071,PGW-496,S.G DE PATRIMONIO Y SERVICIOS GENERALES,201907,4,500,8.97,12.74,114.32,20190717,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000429076,EUF-272,SUB GERENCIA DE SERENAZGO,201907,0,5.57,12.74,71,20190718,20200327,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000429080,EUF-257,SUB GERENCIA DE SERENAZGO,201907,0,5.79,12.74,73.74,20190718,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000429090,EGT-672,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,4,160,25,12.74,318.5,20190718,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000429101,EGZ-721,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,6,900,30,12.74,382.2,20190718,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000429109,EGE-174,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,4,160,18,12.74,229.32,20190718,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000408841,EUE-761,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201901,5,400,4.89,13.25,64.77,20190108,20181228,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000408850,EGE-191,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201901,4,500,10.77,13.25,142.66,20190108,20180303,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000408854,EGE-185,S.G DE PATRIMONIO Y SERVICIOS GENERALES,201901,4,500,4,13.25,53,20190108,20190211,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000410207,EGA-011,S.GERENCIA DE AREAS VERDES Y CONTROL AMBIENTAL,201901,5,200,39.62,13.25,525.01,20190113,20190213,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000410208,EGB-243,S.GERENCIA DE AREAS VERDES Y CONTROL AMBIENTAL,201901,5,200,33.68,13.25,446.21,20190113,20190213,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000410212,INT-025,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201901,3,120,10,13.25,132.5,20190113,20181124,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000410213,EGE-186,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201901,4,160,20,13.25,265,20190113,20190211,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000410219,INT-023,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201901,3,120,25,13.25,331.25,20190113,20181124,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000410220,A1T-891,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201901,1,200,10,13.25,132.5,20190113,20190515,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000410222,EGB-803,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201901,6,900,25,13.25,331.25,20190113,20190211,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000410223,EUE-830,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201901,4,500,6,13.25,79.5,20190113,20181228,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000410229,EGZ-671,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201901,6,900,40,13.25,530,20190113,20190208,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000410231,EGZ-721,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201901,6,900,40,13.25,530,20190113,20190208,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000410234,EGZ-680,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201901,6,900,38.31,13.25,507.61,20190113,20190208,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000410238,EGB-220,S.GERENCIA DE AREAS VERDES Y CONTROL AMBIENTAL,201901,5,200,26.34,13.25,348.94,20190113,20190213,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000410261,EGE-202,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201901,6,900,11.15,13.25,147.76,20190113,20190519,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000410269,EUE-761,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201901,5,400,5.31,13.25,70.38,20190114,20181228,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000400127,EUE-826,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201901,4,500,9,12.95,116.55,20190126,20200115,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000400128,EGB-134,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201901,4,500,6.53,12.95,84.54,20190126,20191026,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000400130,EUA-016,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201901,4,200,4.42,12.95,57.24,20190126,20190303,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000400132,EUA-755,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201901,4,200,5,12.95,64.75,20190126,20190617,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000400133,EU-0228,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201901,1,200,2,12.95,25.9,20190126,20190519,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000400135,EU-0219,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201901,1,200,1.84,12.95,23.82,20190126,20190519,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000400137,EU-0214,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201901,1,200,1.5,12.95,19.44,20190126,20190519,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000400140,EAA-726,S.G DE CONTROL TRANSITOY SEGURIDAD VIAL,201901,4,500,3.54,12.95,45.9,20190126,20190515,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000400141,5304-EA,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201901,1,200,2,12.95,25.9,20190126,20180516,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000400142,4418-EA,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201901,1,200,2,12.95,25.9,20190126,20190516,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000400143,EUA-841,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201901,4,500,4.35,12.95,56.28,20190126,20190905,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000400145,EUA-845,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201901,4,500,5,12.95,64.75,20190126,20190905,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000400146,EUA-843,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201901,4,500,5,12.95,64.75,20190126,20190905,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000400153,EUE-835,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201901,4,500,8,12.95,103.6,20190127,20190515,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000400154,EUE-829,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201901,4,500,8,12.95,103.6,20190127,20190515,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000400175,EU-0220,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201901,1,200,2,12.95,25.9,20190127,20190519,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000400176,EU-0215,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201901,1,200,2,12.95,25.9,20190127,20190519,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000404674,EGE-171,S.G DE PATRIMONIO Y SERVICIOS GENERALES,201902,4,500,6,12.82,76.92,20190218,20190519,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000404661,EGZ-929,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201902,4,500,8,12.82,102.56,20190218,20190219,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000404664,EA-2294,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201902,1,200,1.73,12.82,22.13,20190218,20190211,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000404631,EUA-759,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201902,4,200,5,12.82,64.1,20190218,20190617,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000404761,EGZ-929,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201902,4,500,6.09,12.82,78.09,20190219,20190219,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000404760,C9N-753,S.G DE CONTROL OPERACIONES Y SANCIONES,201902,4,500,8,12.82,102.56,20190219,20181226,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000404748,EA-2220,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201902,1,200,2.2,12.82,28.23,20190219,20190211,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000404744,EU-0218,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201902,1,200,2,12.82,25.64,20190219,20190519,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000404743,EUA-016,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201902,4,200,5,12.82,64.1,20190219,20190303,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000404742,EU-0222,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201902,1,200,2,12.82,25.64,20190219,20190519,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000404712,EUA-759,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201902,4,200,5,12.82,64.1,20190219,20190617,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000404710,EUE-829,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201902,4,500,8,12.82,102.56,20190219,20190515,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000404709,EUA-845,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201902,4,500,3.03,12.82,38.81,20190219,20190905,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000404704,EUA-912,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201902,4,500,7,12.82,89.74,20190219,20190905,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000404784,EUA-016,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201902,4,200,5,12.82,64.1,20190220,20190303,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000404783,EUE-825,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201902,4,500,8,12.82,102.56,20190220,20190515,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000404817,EU-0213,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201902,1,200,2,12.82,25.64,20190220,20190519,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000412473,EW-2343,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201904,1,200,5,15.49,77.45,20190429,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000412545,EGY-885,S.G DE PATRIMONIO Y SERVICIOS GENERALES,201904,4,200,7,15.49,108.45,20190430,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000412548,EA-2294,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201904,1,200,2.88,15.49,44.57,20190430,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000412556,PGQ-763,S.G DE PATRIMONIO Y SERVICIOS GENERALES,201904,4,500,9.5,15.49,147.16,20190430,20200325,LIMA,LIMA,ATE,150103,20230510
